region_id,voltage_kv,scheme,station_id,candidate_id,selected_candidate_ids,expansion_delta_mva,storage_modules,action_status,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,A,BDZ-00249,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,A,BDZ-00268,,[],0,29,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,A,BDZ-00282,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,A,BDZ-00286,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,A,BDZ-00294,,[],0,116,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,A,BDZ-00302,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,A,BDZ-00305,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00003,35,A,BDZ-00311,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00250,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00262,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00263,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00265,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00285,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00287,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00289,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00309,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00004,35,A,BDZ-00312,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00246,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00247,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00248,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00255,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00280,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00290,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00314,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00005,35,A,BDZ-00325,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00007,35,A,BDZ-00271,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00008,35,A,BDZ-00257,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00008,35,A,BDZ-00269,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00008,35,A,BDZ-00292,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00008,35,A,BDZ-00293,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00008,35,A,BDZ-00301,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00008,35,A,BDZ-00320,,[],0,0,county_infeasible_no_solution,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00253,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00259,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00266,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00277,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00281,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00284,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00303,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00009,35,A,BDZ-00310,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00010,35,A,BDZ-00245,,[],0,52,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00010,35,A,BDZ-00260,,[],0,373,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00010,35,A,BDZ-00295,,[],0,180,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00010,35,A,BDZ-00304,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00010,35,A,BDZ-00306,,[],0,8,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00010,35,A,BDZ-00307,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,110,A,BDZ-00015,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,110,A,BDZ-00033,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,110,A,BDZ-00034,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,110,A,BDZ-00046,,[],0,0,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
QX-00001,110,A,BDZ-00058,,[],0,119,selected_feasible_option,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,170ee783a93c6e3c62e21ad03fc0086d376eb1c19dba3f9c71ddf872bb6b213a
