series_column_1_based,source_header_station_id,transformer_uid,region_id,voltage_kv,station_id,unit_id,capacity_mva,candidate_score,max_error_fraction,min_error_fraction,snapshot_2026_error_fraction,snapshot_2026_match_count,nonmissing_hours_2025,approval_status,confidence,approval_reason,formal_use_allowed,candidate_map_sha256,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256,approval_authority,approval_date,approval_basis
13,BDZ-00248,QX-00005|35|BDZ-00248|#1,QX-00005,35,BDZ-00248,#1,20,0.03975,0.015,0.007,0.259605,2,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
14,BDZ-00314,QX-00005|35|BDZ-00314|#1,QX-00005,35,BDZ-00314,#1,16,0.33609,0.11518,0.08447,0.14255625,1,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
15,BDZ-00314,QX-00005|35|BDZ-00314|#2,QX-00005,35,BDZ-00314,#2,20,0.12229,0.01462,0.04475,0.03211,1,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
16,BDZ-00135,QX-00005|110|BDZ-00135|#2,QX-00005,110,BDZ-00135,#2,50,0.147,0.035,0.063,0.000672,1,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
17,BDZ-00135,QX-00005|110|BDZ-00135|#1,QX-00005,110,BDZ-00135,#1,63,0.03833,0.00714,0.01841,0.04106666667,1,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
18,BDZ-00246,QX-00005|35|BDZ-00246|#1,QX-00005,35,BDZ-00246,#1,20,0.03603,0,0.02402,0.17577,2,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
19,BDZ-00246,QX-00005|35|BDZ-00246|#2,QX-00005,35,BDZ-00246,#2,20,0.076,0.012,0.0285,0.17927,2,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
20,BDZ-00048,QX-00005|110|BDZ-00048|#1,QX-00005,110,BDZ-00048,#1,100,0.01605,0.004,0.0067,0.002021,1,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
21,BDZ-00325,QX-00005|35|BDZ-00325|#1,QX-00005,35,BDZ-00325,#1,20,0.03575,0.0125,0.0075,0.03142,1,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
22,BDZ-00325,QX-00005|35|BDZ-00325|#2,QX-00005,35,BDZ-00325,#2,16,0.19094,0.00625,0.08625,0.0056625,1,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
23,BDZ-00141,QX-00005|110|BDZ-00141|#2,QX-00005,110,BDZ-00141,#2,50,0.0678,0.007,0.0318,0.067946,2,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
24,BDZ-00255,QX-00005|35|BDZ-00255|#1,QX-00005,35,BDZ-00255,#1,20,0.14275,0.0215,0.05,0.116415,2,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
25,BDZ-00005,QX-00005|110|BDZ-00005|#1,QX-00005,110,BDZ-00005,#1,50,0.111,0,0.0146,0.001276,2,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
26,BDZ-00005,QX-00005|110|BDZ-00005|#2,QX-00005,110,BDZ-00005,#2,50,0.0274,0.012,0.004,0.006728,2,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
27,BDZ-00005,QX-00005|35|BDZ-00247|#3,QX-00005,35,BDZ-00247,#3,8,0.0695,0.036,0.001,,0,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
28,BDZ-00005,QX-00005|35|BDZ-00247|#4,QX-00005,35,BDZ-00247,#4,10,0.395,0.063,0,,0,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
29,BDZ-00172,QX-00005|110|BDZ-00172|#1,QX-00005,110,BDZ-00172,#1,50,0.0672,0.0048,0.0188,0.01547,2,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
30,BDZ-00172,QX-00005|110|BDZ-00172|#2,QX-00005,110,BDZ-00172,#2,50,0.0129,0.004,0.0046,0.01148,2,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
31,BDZ-00021,QX-00005|110|BDZ-00021|#1,QX-00005,110,BDZ-00021,#1,50,0.1467,0,0.061,0.278718,2,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
32,BDZ-00021,QX-00005|110|BDZ-00021|#3,QX-00005,110,BDZ-00021,#3,50,0.018,0.0012,0.0054,0.10103,2,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
33,BDZ-00280,QX-00005|35|BDZ-00280|#2,QX-00005,35,BDZ-00280,#2,20,0.2265,0.0665,0.084,0.013035,1,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
34,BDZ-00280,QX-00005|35|BDZ-00280|#1,QX-00005,35,BDZ-00280,#1,25,0.129,0.0704,0.0132,0.298052,1,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
35,BDZ-00037,QX-00005|110|BDZ-00037|#3,QX-00005,110,BDZ-00037,#3,50,0.1049,0.0214,0.0106,0.191214,2,8759,approved,low,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
36,BDZ-00248,QX-00005|35|BDZ-00248|#2,QX-00005,35,BDZ-00248,#2,20,0.01225,0.004,0,0.027675,2,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,False,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_context_only,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
37,BDZ-00048,QX-00005|110|BDZ-00048|#2,QX-00005,110,BDZ-00048,#2,50,0.0657,0.0162,0.0026,0.006776,1,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
38,BDZ-00031,QX-00005|110|BDZ-00031|#3,QX-00005,110,BDZ-00031,#3,63,0.04381,0.00365,0.02365,0.01793650794,1,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
39,BDZ-00031,QX-00005|110|BDZ-00031|#2,QX-00005,110,BDZ-00031,#2,50,0.0494,0.0114,0.0094,0.051498,1,8759,approved,high,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
40,BDZ-00026,QX-00005|110|BDZ-00026|#2,QX-00005,110,BDZ-00026,#2,50,0.1008,0.022,0.0186,0.098134,1,8759,approved,medium,algorithmic cross-check only; source-owner approval is still required for formal 8760 use,True,b83f400a357173ebeb29dcdaef1276b9e9be3986a56c5e1629ac8bf326a421c4,SRC07:Sheet3+SRC02+SRC05+candidate_map,电网建模数据_Agent整合版_V1.2,"cross-check candidate against 2025 extrema, capacity and 2026 snapshot; retain source header",real_2021_2025,project_owner_approved_2025_operating_110kv,38837890ab239005f7ce26b33a3510d948a13abfea1ad8dae387b8ef8a83e911,project_owner,2026-08-14,project_owner_approved_candidate_mapping_for_2025_operating_scope
